,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1934,Parkchester,40.837937822267286,-73.85600310535783,CTown Supermarkets,40.839687378732854,-73.86164456605911,Grocery Store
1935,Parkchester,40.837937822267286,-73.85600310535783,Pizza Place,40.840734999999995,-73.855535,Pizza Place
1936,Parkchester,40.837937822267286,-73.85600310535783,Chase Bank,40.833736,-73.8615103,Bank
1937,Parkchester,40.837937822267286,-73.85600310535783,delicious food deli,40.833875,-73.852785,Mexican Restaurant
1938,Parkchester,40.837937822267286,-73.85600310535783,Seduction Hair Salon,40.833876000000004,-73.851235,Cosmetics Shop
1939,Parkchester,40.837937822267286,-73.85600310535783,Shell Gas Station,40.832640000000005,-73.86289000000001,Gas Station
1940,Parkchester,40.837937822267286,-73.85600310535783,Empire Wok,40.832797,-73.850946,Chinese Restaurant
1941,Parkchester,40.837937822267286,-73.85600310535783,Lulus Luncheonette,40.831822565141366,-73.85113299656716,Food
1942,Parkchester,40.837937822267286,-73.85600310535783,Dunkin',40.83679251675147,-73.84634199978439,Donut Shop
1943,Parkchester,40.837937822267286,-73.85600310535783,Archer Deli & Grocery,40.837465,-73.866104,Deli / Bodega
1944,Parkchester,40.837937822267286,-73.85600310535783,Fox Haven-Wood Park,40.834965534300366,-73.86565635441109,Park
1945,Parkchester,40.837937822267286,-73.85600310535783,Greenstreets,40.835201,-73.865837,Park
1946,Westchester Square,40.8406194964327,-73.84219407604444,Estrellita Poblana IV,40.842072240941214,-73.84404435344297,Mexican Restaurant
1947,Westchester Square,40.8406194964327,-73.84219407604444,Georges Diner-Cafe,40.83688369165066,-73.84690272039172,Diner
1948,Westchester Square,40.8406194964327,-73.84219407604444,Franks Pizza,40.84354988394633,-73.83600630032399,Pizza Place
1949,Westchester Square,40.8406194964327,-73.84219407604444,El Bohio Tropical Restaurant,40.840607260597984,-73.84317651798457,Latin American Restaurant
1950,Westchester Square,40.8406194964327,-73.84219407604444,McDermott's Pub,40.84274284003696,-73.8460283886102,Pub
1951,Westchester Square,40.8406194964327,-73.84219407604444,Havana Cafe,40.83774050213115,-73.83445756804139,Cuban Restaurant
1952,Westchester Square,40.8406194964327,-73.84219407604444,Tremont Diner,40.840050580869566,-73.83729837723685,Diner
1953,Westchester Square,40.8406194964327,-73.84219407604444,BAAD! The Bronx Academy of Arts and Dance,40.838194177752165,-73.84455685905208,Indie Theater
1954,Westchester Square,40.8406194964327,-73.84219407604444,Wendy’s,40.842899804531605,-73.84535953402519,Fast Food Restaurant
1955,Westchester Square,40.8406194964327,-73.84219407604444,Legacy Bar,40.84178312211722,-73.84340328012033,Bar
1956,Westchester Square,40.8406194964327,-73.84219407604444,Ljubo's Pizza,40.84024251376612,-73.84335520763584,Pizza Place
1957,Westchester Square,40.8406194964327,-73.84219407604444,LaSalle Bakery,40.83796803422236,-73.83460830079906,Bakery
1958,Westchester Square,40.8406194964327,-73.84219407604444,Starbucks,40.84713195,-73.84444944,Coffee Shop
1959,Westchester Square,40.8406194964327,-73.84219407604444,Star Fitness,40.838018684178934,-73.8413951857843,Gym
1960,Westchester Square,40.8406194964327,-73.84219407604444,Warehouse Liquor & Wine,40.84671654957507,-73.84389186017057,Liquor Store
1961,Westchester Square,40.8406194964327,-73.84219407604444,La Cocina Boricua,40.83443505191234,-73.85046647255061,Spanish Restaurant
1962,Westchester Square,40.8406194964327,-73.84219407604444,WSPT,40.8462915,-73.8423378,Medical Center
1963,Westchester Square,40.8406194964327,-73.84219407604444,S&J Deli,40.84649548725435,-73.84834191938154,Deli / Bodega
1964,Westchester Square,40.8406194964327,-73.84219407604444,Walgreens,40.8416818,-73.8432682,Pharmacy
1965,Westchester Square,40.8406194964327,-73.84219407604444,Stop & Shop,40.84708876176772,-73.84346321225166,Supermarket
1966,Westchester Square,40.8406194964327,-73.84219407604444,Pine Bar and Grill,40.84527219344388,-73.84505942961796,Restaurant
1967,Westchester Square,40.8406194964327,-73.84219407604444,Dollar Tree,40.843187,-73.845951,Discount Store
1968,Westchester Square,40.8406194964327,-73.84219407604444,Subway,40.841079606624646,-73.84234987315659,Sandwich Place
1969,Westchester Square,40.8406194964327,-73.84219407604444,T-Mobile,40.841666026046994,-73.84405924946799,Mobile Phone Shop
1970,Westchester Square,40.8406194964327,-73.84219407604444,Dunkin',40.84110464580088,-73.83929859761236,Donut Shop
1971,Westchester Square,40.8406194964327,-73.84219407604444,Westchester Square,40.84419097116409,-73.84518474766568,Park
1972,Westchester Square,40.8406194964327,-73.84219407604444,Dunkin',40.84248070052652,-73.84583683966457,Donut Shop
1973,Westchester Square,40.8406194964327,-73.84219407604444,The Pines,40.845065999999996,-73.844923,Italian Restaurant
1974,Westchester Square,40.8406194964327,-73.84219407604444,SUBWAY,40.842369,-73.845586,Sandwich Place
1975,Westchester Square,40.8406194964327,-73.84219407604444,Little Caesars Pizza,40.841101354000024,-73.84313827623544,Pizza Place
1976,Westchester Square,40.8406194964327,-73.84219407604444,Kai Asian Fusion,40.843590837833744,-73.84558937077266,Asian Restaurant
1977,Westchester Square,40.8406194964327,-73.84219407604444,Chase Bank,40.84261839179016,-73.84486409004947,Bank
1978,Westchester Square,40.8406194964327,-73.84219407604444,White Castle,40.840287158930614,-73.84129308432539,Fast Food Restaurant
1979,Westchester Square,40.8406194964327,-73.84219407604444,GameStop,40.84181739891886,-73.84383685727305,Video Game Store
1980,Westchester Square,40.8406194964327,-73.84219407604444,Mamajuana Cafe,40.835717,-73.832602,Empanada Restaurant
1981,Westchester Square,40.8406194964327,-73.84219407604444,Coconut palm bar and grill,40.837406,-73.8464,Bar
1982,Westchester Square,40.8406194964327,-73.84219407604444,Subway,40.83702796709468,-73.84673235518443,Sandwich Place
1983,Westchester Square,40.8406194964327,-73.84219407604444,Subway,40.84681883511416,-73.84350804130753,Sandwich Place
1984,Westchester Square,40.8406194964327,-73.84219407604444,Papa John's Pizza,40.8344688,-73.8507635,Pizza Place
1985,Westchester Square,40.8406194964327,-73.84219407604444,Monte Grab & Go Market,40.848888086684624,-73.8449382450911,Buffet
1986,Westchester Square,40.8406194964327,-73.84219407604444,T-Mobile,40.84232496,-73.85241321,Mobile Phone Shop
1987,Westchester Square,40.8406194964327,-73.84219407604444,Redbox,40.84327080780429,-73.83648352396098,Video Store
1988,Westchester Square,40.8406194964327,-73.84219407604444,Key Food,40.8423,-73.84524,Supermarket
1989,Westchester Square,40.8406194964327,-73.84219407604444,Walgreens,40.83897028943384,-73.83555823167626,Pharmacy
1990,Westchester Square,40.8406194964327,-73.84219407604444,Applebee's Grill + Bar,40.8488666,-73.84238567,American Restaurant
1991,Westchester Square,40.8406194964327,-73.84219407604444,DEAL$,40.842939545911555,-73.84585815939498,Department Store
1992,Westchester Square,40.8406194964327,-73.84219407604444,Rite Aid,40.8417973,-73.8444525,Pharmacy
1993,Westchester Square,40.8406194964327,-73.84219407604444,McDonald's,40.84037780761719,-73.84368133544922,Fast Food Restaurant
1994,Westchester Square,40.8406194964327,-73.84219407604444,Dunkin',40.849035749166404,-73.8421903949444,Donut Shop
1995,Westchester Square,40.8406194964327,-73.84219407604444,Burger King,40.842982997831086,-73.8365605473519,Fast Food Restaurant
1996,Westchester Square,40.8406194964327,-73.84219407604444,7-Eleven,40.8432632928061,-73.8363540172576,Convenience Store
1997,Westchester Square,40.8406194964327,-73.84219407604444,Cestra's Pizza III,40.842263,-73.843815,Pizza Place
1998,Westchester Square,40.8406194964327,-73.84219407604444,Caridad  Restaurant,40.84292347926705,-73.84505244354801,Spanish Restaurant
1999,Westchester Square,40.8406194964327,-73.84219407604444,Pelham Bay Little League,40.84169970018915,-73.83927876042986,Baseball Field
2000,Westchester Square,40.8406194964327,-73.84219407604444,Dunkin',40.836274,-73.8389232,Donut Shop
2001,Westchester Square,40.8406194964327,-73.84219407604444,M&R Deli and Coffee Shop,40.84413974924561,-73.84572218421886,Deli / Bodega
2002,Westchester Square,40.8406194964327,-73.84219407604444,"Throgs Neck Multi Care, P.C.",40.8390318,-73.8366454,Health & Beauty Service
2003,Westchester Square,40.8406194964327,-73.84219407604444,Dunkin',40.83679251675147,-73.84634199978439,Donut Shop
2004,Westchester Square,40.8406194964327,-73.84219407604444,Good To Go,40.845076943692,-73.84470618296557,Italian Restaurant
2005,Westchester Square,40.8406194964327,-73.84219407604444,Pine Too,40.845149993896484,-73.84490966796875,American Restaurant
2006,Westchester Square,40.8406194964327,-73.84219407604444,Williamsbridge Tavern,40.84620854761409,-73.84797522094124,Bar
2007,Westchester Square,40.8406194964327,-73.84219407604444,Louie's Pizza,40.83674240112305,-73.8342514038086,Pizza Place
2008,Westchester Square,40.8406194964327,-73.84219407604444,Mona Mias Pizzeria,40.84677,-73.84881,Pizza Place
2009,Westchester Square,40.8406194964327,-73.84219407604444,Castle Hill Little League Field,40.83274403327793,-73.84459559242744,Baseball Field
2010,Westchester Square,40.8406194964327,-73.84219407604444,East Tremont Buffet,40.835879999999996,-73.832824,Chinese Restaurant
2011,Van Nest,40.84360847124718,-73.8662991807561,Morris Park Pizza,40.844961992094355,-73.867605559151,Pizza Place
2012,Van Nest,40.84360847124718,-73.8662991807561,Conti's Pastry Shoppe,40.845905639607956,-73.86283608706798,Coffee Shop
2013,Van Nest,40.84360847124718,-73.8662991807561,New Morris Deli,40.84652921587026,-73.86387374550078,Deli / Bodega
2014,Van Nest,40.84360847124718,-73.8662991807561,Primavera Pizzeria & Restaurant,40.84576058179042,-73.86384770279791,Pizza Place
2015,Van Nest,40.84360847124718,-73.8662991807561,Arth Aljanathain,40.847338,-73.866632,Middle Eastern Restaurant
2016,Van Nest,40.84360847124718,-73.8662991807561,F & J Pine Tavern,40.848765529655324,-73.86224195555774,Italian Restaurant
2017,Van Nest,40.84360847124718,-73.8662991807561,Anthony's Pizza,40.84526932730098,-73.86609972700784,Pizza Place
2018,Van Nest,40.84360847124718,-73.8662991807561,La Masa,40.84803914725375,-73.85618214016417,Arepa Restaurant
2019,Van Nest,40.84360847124718,-73.8662991807561,JungleWorld,40.84522652894162,-73.8771813890588,Zoo
2020,Van Nest,40.84360847124718,-73.8662991807561,Wild Asia Monorail,40.84528529800098,-73.87578803131166,Zoo
2021,Van Nest,40.84360847124718,-73.8662991807561,Thai Cuisine,40.838048,-73.863917,Thai Restaurant
2022,Van Nest,40.84360847124718,-73.8662991807561,New York Sports Clubs,40.8433776,-73.8568947,Gym
2023,Van Nest,40.84360847124718,-73.8662991807561,Park Billiards,40.85097033138885,-73.86779189606801,Pool Hall
2024,Van Nest,40.84360847124718,-73.8662991807561,Metropolitan Oval,40.838142641138084,-73.86008019713897,Plaza
2025,Van Nest,40.84360847124718,-73.8662991807561,Bronx Park East,40.849163776127924,-73.86845298749513,Park
2026,Van Nest,40.84360847124718,-73.8662991807561,Avenue Cigar Lounge,40.846985,-73.85829,Smoke Shop
2027,Van Nest,40.84360847124718,-73.8662991807561,River Park,40.84306197093502,-73.87752023628035,Park
2028,Van Nest,40.84360847124718,-73.8662991807561,900 Park Restaurant,40.846690187480654,-73.85946017328291,Italian Restaurant
2029,Van Nest,40.84360847124718,-73.8662991807561,Dunkin',40.84547621271645,-73.86594872329619,Donut Shop
2030,Van Nest,40.84360847124718,-73.8662991807561,Ellie's Diner,40.83788039213797,-73.86013179887586,American Restaurant
2031,Van Nest,40.84360847124718,-73.8662991807561,Golden Krust Caribbean Restaurant,40.83617444841861,-73.86101282187846,Caribbean Restaurant
2032,Van Nest,40.84360847124718,-73.8662991807561,GameStop,40.83681460824893,-73.86086299073948,Video Game Store
2033,Van Nest,40.84360847124718,-73.8662991807561,Istanbul Cafe,40.847595,-73.867405,Hookah Bar
2034,Van Nest,40.84360847124718,-73.8662991807561,Cafe Colonial,40.85249479589834,-73.86765418322204,Spanish Restaurant
2035,Van Nest,40.84360847124718,-73.8662991807561,Maestro's Caterers,40.845420730551545,-73.85909843424506,Spanish Restaurant
2036,Van Nest,40.84360847124718,-73.8662991807561,Domino's Pizza,40.845313044183776,-73.8646388501092,Pizza Place
2037,Van Nest,40.84360847124718,-73.8662991807561,Rite Aid,40.8470621,-73.8591005,Pharmacy
2038,Van Nest,40.84360847124718,-73.8662991807561,Starbucks,40.835396,-73.86151,Coffee Shop
2039,Van Nest,40.84360847124718,-73.8662991807561,Patsy's Pizzeria - Bronx,40.847664,-73.85654099999999,Pizza Place
2040,Van Nest,40.84360847124718,-73.8662991807561,The Children's Place,40.835642478681024,-73.86105026460257,Kids Store
2041,Van Nest,40.84360847124718,-73.8662991807561,AT&T,40.83661363234151,-73.86120713646727,Mobile Phone Shop
2042,Van Nest,40.84360847124718,-73.8662991807561,Pioneer Supermarket,40.84590093389996,-73.86317365600169,Supermarket
2043,Van Nest,40.84360847124718,-73.8662991807561,Key Food,40.83930180254901,-73.8588691457473,Supermarket
2044,Van Nest,40.84360847124718,-73.8662991807561,Dunkin',40.835482,-73.870572,Donut Shop
2045,Van Nest,40.84360847124718,-73.8662991807561,Dunkin',40.84018653648655,-73.8765300349703,Donut Shop
2046,Van Nest,40.84360847124718,-73.8662991807561,Chase Bank,40.83738267334231,-73.86084762405696,Bank
2047,Van Nest,40.84360847124718,-73.8662991807561,Golden Eagle Diner,40.84781393885352,-73.85702070893078,Diner
2048,Van Nest,40.84360847124718,-73.8662991807561,Van Nest Lanes,40.84619525104485,-73.85906930845235,Bowling Alley
2049,Van Nest,40.84360847124718,-73.8662991807561,Powerhouse Gym,40.84449292689471,-73.85773849032874,Gym
2050,Van Nest,40.84360847124718,-73.8662991807561,New York & Company,40.837006667189044,-73.86079459726452,Women's Store
2051,Van Nest,40.84360847124718,-73.8662991807561,Golden Eagle II,40.84517550929076,-73.86641555260377,Diner
2052,Van Nest,40.84360847124718,-73.8662991807561,Site B Studios,40.844556,-73.868514,Film Studio
2053,Van Nest,40.84360847124718,-73.8662991807561,Subway,40.8362686,-73.8601667,Sandwich Place
2054,Van Nest,40.84360847124718,-73.8662991807561,Popeyes Louisiana Kitchen,40.8373225819297,-73.86044103460759,Fried Chicken Joint
2055,Van Nest,40.84360847124718,-73.8662991807561,CTown Supermarkets,40.839687378732854,-73.86164456605911,Grocery Store
2056,Van Nest,40.84360847124718,-73.8662991807561,Marshalls,40.8363586,-73.8600828,Department Store
2057,Van Nest,40.84360847124718,-73.8662991807561,MTA MaBSTOA Bus Bx22 / Bx39 / BxM10 At White Plains Road & Morris Park Avenue,40.84651028935114,-73.86388410329643,Bus Station
2058,Van Nest,40.84360847124718,-73.8662991807561,Subway,40.84749186816566,-73.8571386484245,Sandwich Place
2059,Van Nest,40.84360847124718,-73.8662991807561,Oasis Restaurant,40.847595,-73.867405,Middle Eastern Restaurant
2060,Van Nest,40.84360847124718,-73.8662991807561,MTA Subway - Bronx Park East (2/5),40.848821486229454,-73.86833667755127,Metro Station
2061,Van Nest,40.84360847124718,-73.8662991807561,Camel Ride,40.84516859853037,-73.8772015402034,Theme Park Ride / Attraction
2062,Van Nest,40.84360847124718,-73.8662991807561,Foodtown,40.837175374490556,-73.86131302775397,Supermarket
2063,Van Nest,40.84360847124718,-73.8662991807561,Applebee's Grill + Bar,40.83757175,-73.86083206,American Restaurant
2064,Van Nest,40.84360847124718,-73.8662991807561,Staples,40.85205018737011,-73.86737704108715,Paper / Office Supplies Store
2065,Van Nest,40.84360847124718,-73.8662991807561,MTA MaBSTOA Bx22 / Bx39 at Bronx Park East,40.85017679415775,-73.86812210083008,Bus Station
2066,Van Nest,40.84360847124718,-73.8662991807561,Hair Salon,40.83681336250919,-73.87098929899199,Spa
2067,Van Nest,40.84360847124718,-73.8662991807561,Casper's Home Movie Room,40.838817539362495,-73.85834960368172,Multiplex
2068,Van Nest,40.84360847124718,-73.8662991807561,Noble Park,40.836867190046355,-73.87170323379365,Playground
2069,Van Nest,40.84360847124718,-73.8662991807561,The Woods,40.83584351091131,-73.86317552951814,Smoke Shop
2070,Van Nest,40.84360847124718,-73.8662991807561,Greenstreets,40.8355639703921,-73.86918803023713,Park
2071,Van Nest,40.84360847124718,-73.8662991807561,Asia Gate,40.84444358939004,-73.87733074138687,Zoo
2072,Van Nest,40.84360847124718,-73.8662991807561,Greenstreets,40.835201,-73.865837,Park
2073,Van Nest,40.84360847124718,-73.8662991807561,Zoo Brew,40.845781,-73.877329,Snack Place
2074,Van Nest,40.84360847124718,-73.8662991807561,Pizza Place,40.840734999999995,-73.855535,Pizza Place
2075,Van Nest,40.84360847124718,-73.8662991807561,Fox Haven-Wood Park,40.834965534300366,-73.86565635441109,Park
2076,Van Nest,40.84360847124718,-73.8662991807561,Maestros,40.85219688984727,-73.86797061420002,Restaurant
2077,Van Nest,40.84360847124718,-73.8662991807561,q44 cross bronx expressway and beach avenue,40.83496812577705,-73.8674329453575,Bus Stop
2078,Van Nest,40.84360847124718,-73.8662991807561,Taqueria  Los Reyes,40.83515499676445,-73.86311235995683,Mexican Restaurant
2079,Van Nest,40.84360847124718,-73.8662991807561,West Farms Park,40.84173610194502,-73.87773513793945,Scenic Lookout
2080,Morris Park,40.847549063536334,-73.85040178030421,Ann Clair's Salumeria,40.85004616007053,-73.8517963510315,Deli / Bodega
2081,Morris Park,40.847549063536334,-73.85040178030421,Patricia's,40.84931298339339,-73.85353576737785,Italian Restaurant
2082,Morris Park,40.847549063536334,-73.85040178030421,Burger Time,40.849123999999996,-73.85341600000001,Burger Joint
2083,Morris Park,40.847549063536334,-73.85040178030421,Captain's Pizza,40.84887580417101,-73.85437462135108,Pizza Place
2084,Morris Park,40.847549063536334,-73.85040178030421,La Masa,40.84803914725375,-73.85618214016417,Arepa Restaurant
2085,Morris Park,40.847549063536334,-73.85040178030421,S&J Deli,40.84649548725435,-73.84834191938154,Deli / Bodega
2086,Morris Park,40.847549063536334,-73.85040178030421,Captain's Pizzeria & Restaurant,40.848876976000696,-73.85437663865966,Pizza Place
2087,Morris Park,40.847549063536334,-73.85040178030421,Doyle's Pub,40.84846317892645,-73.855371226226,Bar
2088,Morris Park,40.847549063536334,-73.85040178030421,Chase Bank,40.84889750652773,-73.85388200257563,Bank
2089,Morris Park,40.847549063536334,-73.85040178030421,M&R Deli,40.85097826099314,-73.84833686299714,Sandwich Place
2090,Morris Park,40.847549063536334,-73.85040178030421,Starbucks,40.85137110429627,-73.84408747022273,Coffee Shop
2091,Morris Park,40.847549063536334,-73.85040178030421,Emilio's Pizza,40.848934633803005,-73.85457970598979,Pizza Place
2092,Morris Park,40.847549063536334,-73.85040178030421,New Song's Nails,40.852926000000004,-73.853755,Cosmetics Shop
2093,Morris Park,40.847549063536334,-73.85040178030421,Starbucks,40.84713195,-73.84444944,Coffee Shop
2094,Morris Park,40.847549063536334,-73.85040178030421,Enzo's,40.854232311821725,-73.85436243306151,Italian Restaurant
2095,Morris Park,40.847549063536334,-73.85040178030421,Residence Inn by Marriott New York The Bronx at Metro Center Atrium,40.8499171,-73.8421518,Hotel
2096,Morris Park,40.847549063536334,-73.85040178030421,Dunkin',40.84931368449673,-73.85307153091003,Donut Shop
2097,Morris Park,40.847549063536334,-73.85040178030421,Walgreens,40.8507673,-73.8513165,Pharmacy
2098,Morris Park,40.847549063536334,-73.85040178030421,La Casa Del Caffe,40.84867491944407,-73.85497310878064,Coffee Shop
2099,Morris Park,40.847549063536334,-73.85040178030421,Estrellita Poblana IV,40.842072240941214,-73.84404435344297,Mexican Restaurant
2100,Morris Park,40.847549063536334,-73.85040178030421,Kiraku Hibachi & Sushi,40.853356006929786,-73.85362862246855,Sushi Restaurant
2101,Morris Park,40.847549063536334,-73.85040178030421,McDermott's Pub,40.84274284003696,-73.8460283886102,Pub
2102,Morris Park,40.847549063536334,-73.85040178030421,Warehouse Liquor & Wine,40.84671654957507,-73.84389186017057,Liquor Store
2103,Morris Park,40.847549063536334,-73.85040178030421,LA Fitness,40.84973909541106,-73.84194912982557,Gym
2104,Morris Park,40.847549063536334,-73.85040178030421,Big Deal Supermarket,40.84825,-73.855551,Supermarket
2105,Morris Park,40.847549063536334,-73.85040178030421,Luciano's Pizza,40.84826855223357,-73.85599987451863,Pizza Place
2106,Morris Park,40.847549063536334,-73.85040178030421,Stop & Shop,40.84708876176772,-73.84346321225166,Supermarket
2107,Morris Park,40.847549063536334,-73.85040178030421,New York Sports Clubs,40.8433776,-73.8568947,Gym
2108,Morris Park,40.847549063536334,-73.85040178030421,Healthy Fresh Inc,40.848728,-73.855363,Juice Bar
2109,Morris Park,40.847549063536334,-73.85040178030421,Wendy’s,40.842899804531605,-73.84535953402519,Fast Food Restaurant
2110,Morris Park,40.847549063536334,-73.85040178030421,Sorrento Pizzeria,40.85438866680259,-73.85451988387852,Pizza Place
2111,Morris Park,40.847549063536334,-73.85040178030421,Avenue Cigar Lounge,40.846985,-73.85829,Smoke Shop
2112,Morris Park,40.847549063536334,-73.85040178030421,Pine Bar and Grill,40.84527219344388,-73.84505942961796,Restaurant
2113,Morris Park,40.847549063536334,-73.85040178030421,G&R Italian Deli,40.85293377335739,-73.85336176266874,Sandwich Place
2114,Morris Park,40.847549063536334,-73.85040178030421,WSPT,40.8462915,-73.8423378,Medical Center
2115,Morris Park,40.847549063536334,-73.85040178030421,The Stand,40.84886768657605,-73.85450261380268,Burger Joint
2116,Morris Park,40.847549063536334,-73.85040178030421,900 Park Restaurant,40.846690187480654,-73.85946017328291,Italian Restaurant
2117,Morris Park,40.847549063536334,-73.85040178030421,Monte Grab & Go Market,40.848888086684624,-73.8449382450911,Buffet
2118,Morris Park,40.847549063536334,-73.85040178030421,Skyline Bar & Lounge,40.852903953914655,-73.84261235600046,Lounge
2119,Morris Park,40.847549063536334,-73.85040178030421,Dollar Tree,40.843187,-73.845951,Discount Store
2120,Morris Park,40.847549063536334,-73.85040178030421,Joseph Scaglione Bakery,40.849240623263306,-73.85361329249675,Bakery
2121,Morris Park,40.847549063536334,-73.85040178030421,The Pines,40.845065999999996,-73.844923,Italian Restaurant
2122,Morris Park,40.847549063536334,-73.85040178030421,El Bohio Tropical Restaurant,40.840607260597984,-73.84317651798457,Latin American Restaurant
2123,Morris Park,40.847549063536334,-73.85040178030421,Westchester Square,40.84419097116409,-73.84518474766568,Park
2124,Morris Park,40.847549063536334,-73.85040178030421,CVS pharmacy,40.85288720446672,-73.8530405502792,Pharmacy
2125,Morris Park,40.847549063536334,-73.85040178030421,T-Mobile,40.84232496,-73.85241321,Mobile Phone Shop
2126,Morris Park,40.847549063536334,-73.85040178030421,Legacy Bar,40.84178312211722,-73.84340328012033,Bar
2127,Morris Park,40.847549063536334,-73.85040178030421,Enterprise Rent-A-Car,40.852523031774275,-73.84310588950831,Rental Car Location
2128,Morris Park,40.847549063536334,-73.85040178030421,Patsy's Pizzeria - Bronx,40.847664,-73.85654099999999,Pizza Place
2129,Morris Park,40.847549063536334,-73.85040178030421,Subway,40.84681883511416,-73.84350804130753,Sandwich Place
2130,Morris Park,40.847549063536334,-73.85040178030421,Liberty Donut & Coffee Shop,40.85533922011825,-73.85533281832504,Coffee Shop
2131,Morris Park,40.847549063536334,-73.85040178030421,Kai Asian Fusion,40.843590837833744,-73.84558937077266,Asian Restaurant
2132,Morris Park,40.847549063536334,-73.85040178030421,Dunkin',40.84248070052652,-73.84583683966457,Donut Shop
2133,Morris Park,40.847549063536334,-73.85040178030421,Dolphin Fitness,40.85394190070912,-73.843595864553,Gym
2134,Morris Park,40.847549063536334,-73.85040178030421,Carvel Ice Cream,40.855022,-73.855469,Ice Cream Shop
2135,Morris Park,40.847549063536334,-73.85040178030421,Applebee's Grill + Bar,40.8488666,-73.84238567,American Restaurant
2136,Morris Park,40.847549063536334,-73.85040178030421,Rite Aid,40.8470621,-73.8591005,Pharmacy
2137,Morris Park,40.847549063536334,-73.85040178030421,Maestro's Caterers,40.845420730551545,-73.85909843424506,Spanish Restaurant
2138,Morris Park,40.847549063536334,-73.85040178030421,SUBWAY,40.842369,-73.845586,Sandwich Place
2139,Morris Park,40.847549063536334,-73.85040178030421,Walgreens,40.8416818,-73.8432682,Pharmacy
2140,Morris Park,40.847549063536334,-73.85040178030421,T-Mobile,40.841666026046994,-73.84405924946799,Mobile Phone Shop
2141,Morris Park,40.847549063536334,-73.85040178030421,Chase Bank,40.84261839179016,-73.84486409004947,Bank
2142,Morris Park,40.847549063536334,-73.85040178030421,Golden Eagle Diner,40.84781393885352,-73.85702070893078,Diner
2143,Morris Park,40.847549063536334,-73.85040178030421,TD Bank,40.852207675251634,-73.85248214006424,Bank
2144,Morris Park,40.847549063536334,-73.85040178030421,Dunkin',40.849035749166404,-73.8421903949444,Donut Shop
2145,Morris Park,40.847549063536334,-73.85040178030421,Dunkin',40.8513495,-73.8438792,Donut Shop
2146,Morris Park,40.847549063536334,-73.85040178030421,Morris Park Bake Shop,40.848487,-73.85609000000001,Bakery
2147,Morris Park,40.847549063536334,-73.85040178030421,Hertz,40.854095,-73.842562,Rental Car Location
2148,Morris Park,40.847549063536334,-73.85040178030421,Subway,40.841079606624646,-73.84234987315659,Sandwich Place
2149,Morris Park,40.847549063536334,-73.85040178030421,SUBWAY,40.854440999999994,-73.855065,Sandwich Place
2150,Morris Park,40.847549063536334,-73.85040178030421,Capital One Bank,40.8531195,-73.8539026,Bank
2151,Morris Park,40.847549063536334,-73.85040178030421,GameStop,40.84181739891886,-73.84383685727305,Video Game Store
2152,Morris Park,40.847549063536334,-73.85040178030421,Little Caesars Pizza,40.841101354000024,-73.84313827623544,Pizza Place
2153,Morris Park,40.847549063536334,-73.85040178030421,Key Food,40.8423,-73.84524,Supermarket
2154,Morris Park,40.847549063536334,-73.85040178030421,DEAL$,40.842939545911555,-73.84585815939498,Department Store
2155,Morris Park,40.847549063536334,-73.85040178030421,Pasta Pasta,40.85478806485715,-73.85492881053774,Italian Restaurant
2156,Morris Park,40.847549063536334,-73.85040178030421,Van Nest Lanes,40.84619525104485,-73.85906930845235,Bowling Alley
2157,Morris Park,40.847549063536334,-73.85040178030421,Subway,40.84749186816566,-73.8571386484245,Sandwich Place
2158,Morris Park,40.847549063536334,-73.85040178030421,Powerhouse Gym,40.84449292689471,-73.85773849032874,Gym
2159,Morris Park,40.847549063536334,-73.85040178030421,McDonald's,40.849566097459714,-73.84464472532278,Fast Food Restaurant
2160,Morris Park,40.847549063536334,-73.85040178030421,The Famous Emilio's Pizza,40.853705,-73.843048,Pizza Place
2161,Morris Park,40.847549063536334,-73.85040178030421,Rite Aid,40.8417973,-73.8444525,Pharmacy
2162,Morris Park,40.847549063536334,-73.85040178030421,Gleasons Cafe,40.85439184314604,-73.84345364447358,Bar
2163,Morris Park,40.847549063536334,-73.85040178030421,Fresco Tortillas & Tommy's Kitchen,40.848649228462506,-73.85497480222116,Mexican Restaurant
2164,Morris Park,40.847549063536334,-73.85040178030421,Shell,40.8557372,-73.85518217,Gas Station
2165,Morris Park,40.847549063536334,-73.85040178030421,"Tones Spa, Inc",40.847209,-73.844587,Spa
2166,Morris Park,40.847549063536334,-73.85040178030421,Caridad  Restaurant,40.84292347926705,-73.84505244354801,Spanish Restaurant
2167,Morris Park,40.847549063536334,-73.85040178030421,McDonald's,40.84037780761719,-73.84368133544922,Fast Food Restaurant
2168,Morris Park,40.847549063536334,-73.85040178030421,NEXT LEVEL Personal Training,40.844344,-73.857628,Gym
2169,Morris Park,40.847549063536334,-73.85040178030421,Jimmy's Deli and Grill!,40.841924,-73.855751,American Restaurant
2170,Morris Park,40.847549063536334,-73.85040178030421,Bronxchester Little League Baseball,40.8495629268036,-73.84160481693968,Baseball Field
2171,Morris Park,40.847549063536334,-73.85040178030421,Cestra's Pizza III,40.842263,-73.843815,Pizza Place
2172,Morris Park,40.847549063536334,-73.85040178030421,Champion Home Remodeling,40.854918728138315,-73.85228014595708,Home Service
